Preschool_Name,Distance_To_User_km,Average_Stars,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,fees_sc_nursery,fees_pr_nursery,curriculum_active_learning,curriculum_bilingual_curriculum,curriculum_child_directed,curriculum_chinese_curriculum,curriculum_early_years_development_framework,curriculum_english_curriculum,curriculum_ib_pyp,curriculum_inquiry_based,curriculum_integrated_curriculum,curriculum_montessori,curriculum_moe,curriculum_nurturing_early_learners_curriculum,curriculum_play_based_curriculum,curriculum_project_based,curriculum_reggio_emilia_approach,curriculum_spark_certified_curriculum,curriculum_thematic,curriculum_isteam,programme_aesthetics_&_creative_expression,programme_chinese,programme_digital_skills,programme_discovery_of_the_word,programme_english,programme_language_and_literacy,programme_math,programme_moral_education,programme_motor_skill_development,programme_music,programme_nature,programme_numeracy,programme_problem-solving_skills,programme_project_work,programme_science,programme_sensory_play,programme_social_&_emotional_development,programme_speech_and_drama,programme_sports,Cosine_Similarity,Euclidean_Distance,Manhattan_Distance
My First Skool (571 Ang Mo Kio Ave 3),0.9305274412831049,1.0,,-0.0902777777777777,,,,-0.0902777777777777,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7613187160397894,3.196176139522725,11.224571596757055
My First Skool (541 Ang Mo Kio Ave 10),0.8928853262457314,0.9411764705882353,,,,,,,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7653807126619208,3.159303117075293,11.065197455575891
My First Skool (51 Fernvale Link),0.8895119441090888,0.8706896551724137,0.2409918091168091,0.2777309067972283,,,,0.3154185919453733,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7740883976398442,3.109581757843136,10.780153199229277
My First Skool (509B Yishun Ave 4),0.42809013818556724,1.0,,,,,,,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.771490428510277,3.092340035965582,10.541578738103961
My First Skool (507A Wellington Circle),0.14039326927037554,1.0,,,,,,,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7710830828995199,3.085786283370016,10.40084063569168
My First Skool (50 Sengkang West Way),0.8596955175966435,1.0,,,,,,,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.767072492009361,3.151787578490176,10.973184117515038
My First Skool (491 Admiralty Link),0.14323424955051692,1.0,,,,,,,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7711005599827889,3.0857199404427265,10.397999655411537
My First Skool (443A Fajar Road),0.8603543564416856,0.0,,-0.0290178571428571,,,,-0.0290178571428571,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7310707081725727,3.315209222416189,12.031878670645794
My First Skool (423 Yishun Ave 11),0.430997527266847,0.875,0.2,0.425,0.425,,0.425,0.2,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7735612704954147,3.101036140513559,11.094486127185242
My First Skool (406 Woodlands St 41),0.5050113957094214,0.9375,,,,,,,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7699717840519669,3.0992492291934792,10.680999995627817
My First Skool (347 Woodlands Ave 3),0.39502812188180125,1.0,,,,,,,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7715828210872666,3.0902257313909214,10.508516721800195
My First Skool (343 Ang Mo Kio Ave 3),0.9178569227157298,1.0,,,,,,,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7660372141853191,3.164217378681806,11.031345522634124
My First Skool (331 Sembawang Close),0.047359801123433014,0.75,,,,,,,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7649138228970754,3.0995006527749513,10.743874103838621
My First Skool (331 Ang Mo Kio Ave 1),0.9909708024551984,0.75,,,,,,,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7590575542429332,3.1910906131762204,11.354459402373593
My First Skool (329 Ang Mo Kio Ave 3),0.9259050280146749,1.0,,,,,,,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7658860776090353,3.166017667452522,11.03939362793307
My First Skool (322D Sumang Walk),0.9749883736635722,1.0,,0.0583333333333333,,,,,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7662304847915831,3.1693512597755142,11.030143640248633
My First Skool (308C Anchorvale Rd),0.9927425290630155,0.375,0.3875,-1.0,0.3875,0.3875,0.3875,,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6994147455109755,3.6125336517170523,14.28123112898141
My First Skool (303 Canberra Road),0.07664770955979155,1.0,0.3833333333333333,0.7,,,,0.5416666666666666,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7845518268342031,3.0502233719039538,10.217919528735596
My First Skool (245 Bishan St 22),0.977929736608407,0.75,0.215625,,,,,0.215625,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7629076168236635,3.1708295781016687,11.341418336526802
My First Skool (235 Bukit Panjang Ring Road),0.8760015716533839,0.5,,0.0861111111111111,,,,0.0861111111111111,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7575468740200948,3.171553471571799,11.317267949349556
My First Skool (229 Ang Mo Kio Ave 3),0.8636476288867486,1.0,0.6763888888888889,0.3625,,,,0.5979166666666667,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.774305872456617,3.1601436479242717,10.953108451027365
My First Skool (209 Ang Mo Kio Ave 3),0.8866300353570558,0.5,,,,,,,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7535008966356913,3.1967609017614733,11.50011863527545
My First Skool (120 Canberra Crescent),0.1753806782475738,1.0,,,,,,,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7712795495396455,3.0851514385772143,10.365853226714481
Little Seeds Preschool (TSA - Bukit Panjang),0.8811882713692423,0.9375,,0.4875,,,,0.4875,0.15685588840968245,0.5225225225225225,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6741926987591536,3.968565025450965,16.53026927479967
Little Seeds Preschool (TSA - Ang Mo Kio),0.7581698375926739,1.0,0.2656649988692899,0.3027864051371514,,,,0.2857724272643815,0.15685588840968245,0.5225225225225225,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6712495170161108,3.965703822363255,16.918523674157527
Little Seeds Preschool (Praiseland),0.3765064007570167,1.0,0.3667424242424242,0.4478761904761905,,,,0.4230853174603174,0.15685588840968245,0.5225225225225225,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6755398660436804,3.9322876515519387,16.355534987160027
Little Footprints Preschool Pte Ltd (Yishun 865),0.41194424918030836,0.9310344827586208,0.4363719336977215,0.3237312812414528,,,,0.3730115666910704,0.15685588840968245,0.12612612612612606,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7623562449837242,3.2192773509743735,11.307390125887583
Little Footprints Preschool Pte Ltd (Yishun 388),0.3879896387711549,0.9705882352941178,0.325163961038961,0.2683404195011338,,,,0.3030659171075838,0.15685588840968245,0.12612612612612606,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7628532567100466,3.209900469027002,11.258010301607978
Little Footprints Preschool Pte Ltd (Yishun 366),0.3748101603882037,0.953125,0.4192212301587301,0.3363039743409325,,,,0.3629559494252246,0.15685588840968245,0.12612612612612606,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7631349169968035,3.2142999913602948,11.228497740481474
Little Footprints Preschool Pte Ltd (Woodlands 551),0.25242187661200466,0.96875,,,,,,,0.15685588840968245,0.12612612612612606,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7536641608864386,3.2465205703493596,11.370523150312703
Kidz Meadow Childcare & Development Centre (Yishun),0.18612374917058178,1.0,0.3612104547185192,0.2520761821192855,,,,0.308462222962223,0.02828612503399741,0.23423423423423417,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6960093754121376,3.663690802166798,14.36582275069458
Kidz Meadow Childcare & Development Centre (Yew Tee),0.9310239652061066,1.0,0.3605312049062049,0.2101562399505256,,,,0.2763315746753246,0.02828612503399741,0.23423423423423417,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6913389852148646,3.7372193547221464,15.128596500670952
Jamiyah Child Care Centre,0.8750115109722572,0.8333333333333333,,,,,,,0.19473909158021518,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2221854327445809,3.9978084357361343,17.108664266187105
Greenland Childcare @ Sumang Walk Pte Ltd,0.9988906354849958,0.8571428571428572,,0.1883424967328269,,,,0.1883424967328269,0.15685588840968245,0.16216216216216217,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7179086834428132,3.4493072359586505,12.887950094613219
Greenland Childcare @ Fernvale Pte Ltd,0.8996749326994833,0.8653846153846154,0.3358769542423389,0.1644665213200566,,,,0.2585618053983854,0.15685588840968245,0.16216216216216217,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7189237111133354,3.4412071173525893,13.070026254575499
Glory Joy Child Development Centre,0.11740685482965232,0.9537037037037037,0.4372275492640076,0.2659223453314362,,,,0.3481488432190705,0.35112872518164506,0.04504504504504503,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.6517007676028371,3.907950936389069,16.045342517125512
E-Bridge Pre-School Pte Ltd (Bukit Panjang Plaza),0.9103528980577812,0.625,0.1363636363636363,0.1363636363636363,,,,0.1363636363636363,0.15685588840968245,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6907827614424562,3.868588028596241,16.25385855341286
"E-Bridge Pre-School Pte Ltd (592C, Montreal Link)",0.15977780456767243,1.0,0.31,0.31,,,,0.31,0.15685588840968245,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7076356443145542,3.7750119651790746,15.062836792194704
"E-Bridge Pre-School Pte Ltd (417A, Fernvale Link)",0.928391010944687,0.6666666666666666,,,,,,,0.15685588840968245,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6866291657589316,3.893758254818995,16.366593635996736
"E-Bridge Pre-School Pte Ltd (226A, Sumang Lane)",0.9789798598322601,1.0,,0.0,,,,,0.15685588840968245,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.694500994900554,3.889099483172811,16.083849151550975
E-Bridge Pre-School Pte Ltd (126A Canberra Street),0.2172465508297009,0.75,,0.1514299242424242,,,,0.1514299242424242,0.15685588840968245,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6980463616521627,3.7900729329259852,15.269255994063567
Child at Street 11,0.854767682078055,0.6875,0.221,-0.4949999999999999,,,,-0.0474999999999999,0.15685588840968245,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6905350256207521,3.5849574995500113,14.03563697379677
Agape Little Uni. @ Gambas Pte Ltd,0.0,0.33333333333333326,0.51,-0.1302007083825265,,,,0.51,0.15685588840968245,0.7027027027027026,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.6869413053940381,3.821533161361543,15.972207197036795
Agape Child Care (CCK) Pte Ltd,0.9140080578554726,0.25,0.5375,0.0391666666666666,,,,0.1637499999999999,0.15685588840968245,0.7027027027027026,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.681249122351755,3.887448276900596,16.66201924146608
Ace @ Work Childcare Pte Ltd (CCK 757),0.9592567865811591,1.0,0.3178145026126392,0.3589484126984127,,0.2657142857142857,,0.3298938363224077,0.15685588840968245,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6671180340724698,3.586076653744012,13.958812617605979
Ace @ Work Childcare Pte Ltd (Cashew Heights),0.9466109959938298,0.875,0.266532777462837,0.3546780249261866,0.0,0.0,,0.3342906294462229,0.15685588840968245,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6659848457509202,3.571563081720717,13.754044410802972
Ace @ Work Childcare Pte Ltd (703 Choa Chu Kang St 53),0.9678061207542032,0.875,0.3387278561042118,0.366994797091616,,0.1071428571428571,,0.3598922100614615,0.15685588840968245,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6652376565075392,3.582446799505853,13.91665911856691
PCF Sparkletots Preschool @ Marsiling Blk 12 (CC),0.40552392356798356,1.0,,,,,,,0.23922757120099458,0.23513513513513506,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7554995481981809,3.2486009260241757,11.519012523486378
"E-Bridge Pre-School Pte Ltd (573, Woodlands Drive 16)",0.23516801704992327,0.6666666666666666,,,,,,,0.15685588840968245,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6897036694161194,3.8276977878351572,15.673370642101972
Kidz Meadow Childcare & Development Centre (Woodlands),0.2904670562180155,1.0,,,,,,,0.02828612503399741,0.23423423423423417,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6876070482959733,3.69636756584436,14.613996201402507
My First Skool (676 Woodlands Drive 71),0.16947952692027102,1.0,,,,,,,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7712492762144059,3.085230707171216,10.371754378041784
Star Learners @ Sembawang Way Pte Ltd,0.08027765804598827,1.0,,,,,,,0.15685588840968245,0.2072072072072072,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6758138674706341,3.8171482149716023,15.515400001779451
